Project	Project Source	Project Name	Oncotree Code	Path to Extended SBS File	Path to Counts SBS_96 File	Path to Extended DBS File	Path to Counts DBS_78 File	Path to Extended INDEL File	Path to Counts INDEL_Alexandrov2018_83 File	Path to Clinical File	Path to Samples File	Path to Genes File
ICGC-ALL-US_ALL_27.WXS	ICGC	"Acute Lymphoblastic Leukemia - TARGET, US - WXS"		mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-ALL-US_ALL_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-ALL-US_ALL_27.tsv	
ICGC-AML-US_AML_27.WGS	ICGC	"Acute Myeloid Leukemia - TARGET, US - WGS"	AML	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-AML-US_AML_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-AML-US_AML_27.tsv	
ICGC-AML-US_AML_27.WXS	ICGC	"Acute Myeloid Leukemia - TARGET, US - WXS"	AML	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-AML-US_AML_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-AML-US_AML_27.tsv	
ICGC-BLCA-CN_BLCA_27.WXS	ICGC	Bladder Cancer - CN - WXS	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-CN_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-CN_BLCA_27.tsv	
ICGC-BLCA-US_BLCA_27.WGS	ICGC	"Bladder Urothelial Cancer - TCGA, US - WGS"	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-US_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-US_BLCA_27.tsv	
ICGC-BLCA-US_BLCA_27.WXS	ICGC	"Bladder Urothelial Cancer - TCGA, US - WXS"	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-US_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-US_BLCA_27.tsv	
ICGC-BOCA-FR_BOCA_27.WGS	ICGC	Soft Tissue cancer - Ewing sarcoma - FR - WGS	ES	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-FR_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-FR_BOCA_27.tsv	
ICGC-BOCA-UK_BOCA_27.WGS	ICGC	Bone Cancer - UK - WGS	BONE	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-UK_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-UK_BOCA_27.tsv	
ICGC-BOCA-UK_BOCA_27.WXS	ICGC	Bone Cancer - UK - WGS	BONE	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-UK_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-UK_BOCA_27.tsv	
ICGC-BRCA-EU_BRCA_22.WGS	ICGC	Breast ER+ and HER2- Cancer - EU/UK - WGS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_22.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_22.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_22.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_22.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_22.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_22.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-EU_BRCA_22.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-EU_BRCA_22.tsv	
ICGC-BRCA-EU_BRCA_27.WGS	ICGC	Breast ER+ and HER2- Cancer - EU/UK - WGS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-EU_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-EU_BRCA_27.tsv	
ICGC-BRCA-FR_BRCA_27.WGS	ICGC	Breast Cancer - FR - WGS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-FR_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-FR_BRCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-FR_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-FR_BRCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-FR_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-FR_BRCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-FR_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-FR_BRCA_27.tsv	
ICGC-BRCA-KR_BRCA_27.WXS	ICGC	Breast Cancer - Very young women - WXS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-KR_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-KR_BRCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-KR_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-KR_BRCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-KR_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-KR_BRCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-KR_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-KR_BRCA_27.tsv	
ICGC-BRCA-UK_BRCA_27.WGS	ICGC	Breast Triple Negative/Lobular Cancer - UK - WGS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-UK_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-UK_BRCA_27.tsv	
ICGC-BRCA-UK_BRCA_27.WXS	ICGC	Breast Triple Negative/Lobular Cancer - UK - WXS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-UK_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-UK_BRCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-UK_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-UK_BRCA_27.tsv	
ICGC-BRCA-US_BRCA_27.WGS	ICGC	"Breast Cancer - TCGA, US - WGS"	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-US_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-US_BRCA_27.tsv	
ICGC-BRCA-US_BRCA_27.WXS	ICGC	"Breast Cancer - TCGA, US - WXS"	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-US_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-US_BRCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-US_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-US_BRCA_27.tsv	
ICGC-BTCA-JP_BTCA_27.WXS	ICGC	Biliary Tract Cancer - JP - WXS	BILIARY_TRACT	mutations/ICGC/processed/extended/extended.ICGC-BTCA-JP_BTCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-JP_BTCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BTCA-JP_BTCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-JP_BTCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BTCA-JP_BTCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-JP_BTCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BTCA-JP_BTCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BTCA-JP_BTCA_27.tsv	
ICGC-BTCA-SG_BTCA_27.WGS	ICGC	Biliary Tract Cancer - SG - WGS	BILIARY_TRACT	mutations/ICGC/processed/extended/extended.ICGC-BTCA-SG_BTCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-SG_BTCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BTCA-SG_BTCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-SG_BTCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BTCA-SG_BTCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BTCA-SG_BTCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BTCA-SG_BTCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BTCA-SG_BTCA_27.tsv	
ICGC-CESC-US_CESC_27.WGS	ICGC	"Cervical Squamous Cell Carcinoma - TCGA, US - WGS"	CESC	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CESC-US_CESC_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CESC-US_CESC_27.tsv	
ICGC-CESC-US_CESC_27.WXS	ICGC	"Cervical Squamous Cell Carcinoma - TCGA, US - WXS"	CESC	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CESC-US_CESC_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CESC-US_CESC_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CESC-US_CESC_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CESC-US_CESC_27.tsv	
ICGC-CLLE-ES_CLLE_27.WGS	ICGC	Chronic Lymphocytic Leukemia - ES - WGS	CLLSLL	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CLLE-ES_CLLE_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CLLE-ES_CLLE_27.tsv	
ICGC-CLLE-ES_CLLE_27.WXS	ICGC	Chronic Lymphocytic Leukemia - ES - WXS	CLLSLL	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CLLE-ES_CLLE_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CLLE-ES_CLLE_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CLLE-ES_CLLE_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CLLE-ES_CLLE_27.tsv	
ICGC-CMDI-UK_CMDI_27.WGS	ICGC	Chronic Myeloid Disorders - UK - WGS	MNM	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CMDI-UK_CMDI_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CMDI-UK_CMDI_27.tsv	
ICGC-CMDI-UK_CMDI_27.WXS	ICGC	Chronic Myeloid Disorders - UK - WXS	MNM	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-CMDI-UK_CMDI_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-CMDI-UK_CMDI_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-CMDI-UK_CMDI_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-CMDI-UK_CMDI_27.tsv	
ICGC-COAD-US_COAD_27.WGS	ICGC	"Colon Adenocarcinoma - TCGA, US - WGS"	COADREAD	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-COAD-US_COAD_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-COAD-US_COAD_27.tsv	
ICGC-COAD-US_COAD_27.WXS	ICGC	"Colon Adenocarcinoma - TCGA, US - WXS"	COADREAD	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-COAD-US_COAD_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-COAD-US_COAD_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-COAD-US_COAD_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-COAD-US_COAD_27.tsv	
ICGC-COCA-CN_COCA_27.WGS	ICGC	Colorectal Cancer - CN - WGS	COADREAD	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-COCA-CN_COCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-COCA-CN_COCA_27.tsv	
ICGC-COCA-CN_COCA_27.WXS	ICGC	Colorectal Cancer - CN - WXS	COADREAD	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-COCA-CN_COCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-COCA-CN_COCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-COCA-CN_COCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-COCA-CN_COCA_27.tsv	
ICGC-DLBC-US_DLBC_27.WGS	ICGC	"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma - TCGA, US - WGS"	DLBCLNOS	mutations/ICGC/processed/extended/extended.ICGC-DLBC-US_DLBC_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-DLBC-US_DLBC_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-DLBC-US_DLBC_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-DLBC-US_DLBC_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-DLBC-US_DLBC_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-DLBC-US_DLBC_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-DLBC-US_DLBC_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-DLBC-US_DLBC_27.tsv	
ICGC-EOPC-DE_EOPC_27.WGS	ICGC	Early Onset Prostate Cancer - DE - WGS	PROSTATE	mutations/ICGC/processed/extended/extended.ICGC-EOPC-DE_EOPC_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-EOPC-DE_EOPC_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-EOPC-DE_EOPC_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-EOPC-DE_EOPC_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-EOPC-DE_EOPC_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-EOPC-DE_EOPC_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-EOPC-DE_EOPC_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-EOPC-DE_EOPC_27.tsv	
